% Classificacao de Placas Veiculares
% Inteligencia Artificial -2017.01
% Danielly Queiroz
% Tamires Pereira
% Relabeled values in attribute 'class'
% From: placa_nao				To: 0
% From: placa_sim				To: 1
%
@ relation classificacaoDePlacasVeiculares
@ attribute 'cor-88' numeric
@ attribute 'cor-89' numeric
@ attribute 'cor-90' numeric
@ attribute 'cor-91' numeric
@ attribute 'cor-92' numeric
@ attribute 'cor-93' numeric
@ attribute 'cor-94' numeric
@ attribute 'cor-95' numeric
@ attribute 'cor-96' numeric
@ attribute 'cor-97' numeric
@ attribute 'cor-98' numeric
@ attribute 'cor-99' numeric
@ attribute 'cor-100' numeric
@ attribute 'cor-101' numeric
@ attribute 'cor-102' numeric
@ attribute 'cor-103' numeric
@ attribute 'cor-104' numeric
@ attribute 'cor-105' numeric
@ attribute 'cor-106' numeric
@ attribute 'cor-107' numeric
@ attribute 'cor-108' numeric
@ attribute 'cor-109' numeric
@ attribute 'cor-110' numeric
@ attribute 'cor-111' numeric
@ attribute 'cor-112' numeric
@ attribute 'cor-113' numeric
@ attribute 'cor-114' numeric
@ attribute 'cor-115' numeric
@ attribute 'cor-116' numeric
@ attribute 'cor-117' numeric
@ attribute 'cor-118' numeric
@ attribute 'cor-119' numeric
@ attribute 'cor-120' numeric
@ attribute 'cor-121' numeric
@ attribute 'cor-122' numeric
@ attribute 'cor-123' numeric
@ attribute 'cor-124' numeric
@ attribute 'cor-125' numeric
@ attribute 'cor-126' numeric
@ attribute 'cor-127' numeric
@ attribute 'cor-128' numeric
@ attribute 'cor-129' numeric
@ attribute 'cor-130' numeric
@ attribute 'cor-131' numeric
@ attribute 'cor-132' numeric
@ attribute 'cor-133' numeric
@ attribute 'cor-134' numeric
@ attribute 'cor-135' numeric
@ attribute 'cor-136' numeric
@ attribute 'cor-137' numeric
@ attribute 'cor-138' numeric
@ attribute 'cor-139' numeric
@ attribute 'cor-140' numeric
@ attribute 'cor-141' numeric
@ attribute 'cor-142' numeric
@ attribute 'cor-143' numeric
@ attribute 'cor-144' numeric
@ attribute 'cor-145' numeric
@ attribute 'cor-146' numeric
@ attribute 'cor-147' numeric
@ attribute 'cor-148' numeric
@ attribute 'cor-149' numeric
@ attribute 'cor-150' numeric
@ attribute 'cor-151' numeric
@ attribute 'cor-152' numeric
@ attribute 'cor-153' numeric
@ attribute 'cor-154' numeric
@ attribute 'cor-155' numeric
@ attribute 'cor-156' numeric
@ attribute 'cor-157' numeric
@ attribute 'cor-158' numeric
@ attribute 'cor-159' numeric
@ attribute 'cor-160' numeric
@ attribute 'cor-161' numeric
@ attribute 'cor-162' numeric
@ attribute 'cor-163' numeric
@ attribute 'cor-164' numeric
@ attribute 'cor-165' numeric
@ attribute 'cor-166' numeric
@ attribute 'cor-167' numeric
@ attribute 'cor-168' numeric
@ attribute 'cor-169' numeric
@ attribute 'cor-170' numeric
@ attribute 'cor-171' numeric
@ attribute 'cor-172' numeric
@ attribute 'cor-173' numeric
@ attribute 'cor-174' numeric
@ attribute 'cor-175' numeric
@ attribute 'cor-176' numeric
@ attribute 'cor-177' numeric
@ attribute 'cor-178' numeric
@ attribute 'cor-179' numeric
@ attribute 'cor-180' numeric
@ attribute 'cor-181' numeric
@ attribute 'cor-182' numeric
@ attribute 'cor-183' numeric
@ attribute 'cor-184' numeric
@ attribute 'cor-185' numeric
@ attribute 'cor-186' numeric
@ attribute 'cor-187' numeric
@ attribute 'cor-188' numeric
@ attribute 'cor-189' numeric
@ attribute 'cor-190' numeric
@ attribute 'cor-191' numeric
@ attribute 'cor-192' numeric
@ attribute 'cor-193' numeric
@ attribute 'cor-194' numeric
@ attribute 'cor-195' numeric
@ attribute 'cor-196' numeric
@ attribute 'cor-197' numeric
@ attribute 'cor-198' numeric
@ attribute 'cor-199' numeric
@ attribute 'cor-200' numeric
@ attribute 'cor-201' numeric
@ attribute 'cor-202' numeric
@ attribute 'cor-203' numeric
@ attribute 'cor-204' numeric
@ attribute 'cor-205' numeric
@ attribute 'cor-206' numeric
@ attribute 'cor-207' numeric
@ attribute 'cor-208' numeric
@ attribute 'cor-209' numeric
@ attribute 'cor-210' numeric
@ attribute 'cor-211' numeric
@ attribute 'cor-212' numeric
@ attribute 'cor-213' numeric
@ attribute 'cor-214' numeric
@ attribute 'cor-215' numeric
@ attribute 'cor-216' numeric
@ attribute 'cor-217' numeric
@ attribute 'cor-218' numeric
@ attribute 'cor-219' numeric
@ attribute 'cor-220' numeric
@ attribute 'cor-221' numeric
@ attribute 'cor-222' numeric
@ attribute 'cor-223' numeric
@ attribute 'cor-224' numeric
@ attribute 'cor-225' numeric
@ attribute 'cor-226' numeric
@ attribute 'cor-227' numeric
@ attribute 'cor-228' numeric
@ attribute 'cor-229' numeric
@ attribute 'cor-230' numeric
@ attribute 'cor-231' numeric
@ attribute 'cor-232' numeric
@ attribute 'cor-233' numeric
@ attribute 'cor-234' numeric
@ attribute 'cor-235' numeric
@ attribute 'cor-236' numeric
@ attribute 'cor-237' numeric
@ attribute 'cor-238' numeric
@ attribute 'cor-239' numeric
@ attribute 'cor-240' numeric
@ attribute 'cor-241' numeric
@ attribute 'cor-242' numeric
@ attribute 'cor-243' numeric
@ attribute 'cor-244' numeric
@ attribute 'cor-245' numeric
@ attribute 'cor-246' numeric
@ attribute 'cor-247' numeric
@ attribute 'cor-248' numeric
@ attribute 'cor-249' numeric
@ attribute 'cor-250' numeric
@ attribute 'cor-251' numeric
@ attribute 'cor-252' numeric
@ attribute 'cor-253' numeric
@ attribute 'cor-254' numeric
@ attribute 'cor-255' numeric
@ data
1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,2,1,1,1,1,2,2,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,3,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,3,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,1,3,1,1,1,1,2,1,1,3,1,1,1,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
